name,xPos,xposName,Match type,access,latest,owner,statisticalSector,questionnaire,geographicCoverage,sampleSize,disaggregationAge,disaggregationLocation,sourceType,url
Common transport means ,3,Data Series,,,,,,CSECTION2A: Community services,,100,None,2nd level admin area,,
Actions taken to address the need for [ITEM]- third action,3,Data Series,,,,,,CSECTION6D,,100,None,2nd level admin area,,
Amount of land used for - share,3,Data Series,,,,,,CSECTION6A2,,100,None,2nd level admin area,,
Amount of money involved in the most recent case,3,Data Series,,,,,,CSECTION6F,,100,None,2nd level admin area,,
Availability of garbage or medical waste disposal facilities - garbage waste,3,Data Series,,,,,,CSECTION4K1,,100,None,2nd level admin area,,
Availability of garbage or medical waste disposal facilities - Medical waste,3,Data Series,,,,,,CSECTION4K1,,100,None,2nd level admin area,,
Parties,3,Data Series,Broad Match,,,,,,,100,None,2nd level admin area,,http://www.judiciary.go.ug/data/archieve/73//Archive.html
Case number,3,Data Series,Broad Match,,,,,,,100,None,2nd level admin area,,http://www.judiciary.go.ug/data/archieve/73//Archive.html
Number,3,Data Series,Exact Match,,,,,,,100,None,2nd level admin area,,http://www.judiciary.go.ug/data/archieve/73//Archive.html
Before: Chief Magistrate,3,Data Series,Broad Match,,,,,,,100,None,2nd level admin area,,http://www.judiciary.go.ug/data/archieve/73//Archive.html
Before: Magistrate,3,Data Series,Broad Match,,,,,,,100,None,2nd level admin area,,http://www.judiciary.go.ug/data/archieve/73//Archive.html
Day,3,Data Series,Exact Match,,,,,,,100,None,2nd level admin area,,http://www.judiciary.go.ug/data/archieve/73//Archive.html
Time,3,Data Series,Exact Match,,,,,,,100,None,2nd level admin area,,http://www.judiciary.go.ug/data/archieve/73//Archive.html
Before: Chief Magistrate,3,Data Series,,,,,,,,100,None,2nd level admin area,,http://www.judiciary.go.ug/data/archieve/73//Archive.html
Before: Magistrate,3,Data Series,,,,,,,,100,None,2nd level admin area,,http://www.judiciary.go.ug/data/archieve/73//Archive.html
Establishment/Institution Organisation operate?  ,3,Data Series,Close Match,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Establishment/Institution Organisation operate?  ,3,Data Series,Broad Match,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Establishment/Institution/ Organisation run/operate a staff saving scheme. ,3,Data Series,Broad Match,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Retirement savings arrangement set up/governed?  ,3,Data Series,Broad Match,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Umbrella Retirement Benefit Scheme   ,3,Data Series,Broad Match,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Establishment/Institution/ Organisation employed.  ,3,Data Series,Broad Match,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Permanent    ,3,Data Series,Broad Match,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Salary    ,3,Data Series,Exact Match,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Temporary   ,3,Data Series,Broad Match,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Wages   ,3,Data Series,Exact Match,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Legal Ownership of the establishment.  ,3,Data Series,Close Match,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Casual labourers  ,3,Data Series,Broad Match,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Permanent    ,3,Data Series,Narrow Match,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Salary    ,3,Data Series,Close Match,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Temporary   ,3,Data Series,Narrow Match,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Wages   ,3,Data Series,Close Match,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Casual labourers  ,3,Data Series,Close Match,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Lump sum retirement    ,3,Data Series,Close Match,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Permanent    ,3,Data Series,Close Match,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Salary    ,3,Data Series,Narrow Match,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Temporary   ,3,Data Series,Close Match,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Establishment/Institution/ Organisation run/operate a staff saving scheme. ,3,Data Series,Exact Match,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Retirement savings arrangement set up/governed?  ,3,Data Series,Close Match,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Retirement savings scheme    ,3,Data Series,Close Match,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Umbrella Retirement Benefit Scheme   ,3,Data Series,Close Match,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Legal Ownership of the establishment.  ,3,Data Series,Broad Match,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Deposit Administration Policy Scheme   ,3,Data Series,Close Match,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Deposit Administration Policy Scheme   ,3,Data Series,Narrow Match,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Establishment/Institution/ Organisation employed.  ,3,Data Series,Exact Match,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Establishment/Institution/ Organisation    ,3,Data Series,Broad Match,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Establishment/Institution/ Organisation formed.   ,3,Data Series,Exact Match,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Activity of this establishment/Institution/Organisation.   ,3,Data Series,Broad Match,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Establishment/Institution/ Organisation employed.  ,3,Data Series,Narrow Match,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Salary    ,3,Data Series,Broad Match,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Establishment/Institution/ Organisation employed.  ,3,Data Series,Close Match,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Wages   ,3,Data Series,Broad Match,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Retirement Savings Scheme?  ,3,Data Series,Broad Match,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Deposit Administration Policy Scheme   ,3,Data Series,Broad Match,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Provident fund    ,3,Data Series,Exact Match,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Establishment/Institution Organisation operate?  ,3,Data Series,Exact Match,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Establishment/Institution/ Organisation run/operate a staff saving scheme. ,3,Data Series,Close Match,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Identification Particulars ?   ,3,Data Series,Broad Match,,,,,Section 2:General information about the esterbulishment/institution/organisation.,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Establishment/Institution/ Organisation.  ,3,Data Series,Broad Match,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Provident fund    ,3,Data Series,Close Match,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Mandatory Pension Scheme     ,3,Data Series,,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
None  ,3,Data Series,,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Other  (Specify)  ,3,Data Series,,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Pension   ,3,Data Series,,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Allowances   ,3,Data Series,,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Any Other  (specify)   ,3,Data Series,,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Lump sum retirement    ,3,Data Series,,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Establishment/Institution/ Organisation Offer  ,3,Data Series,,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Gratuity    ,3,Data Series,,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Permanent    ,3,Data Series,,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Salary    ,3,Data Series,,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Temporary   ,3,Data Series,,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Type of allowances provided both Cash and Non cash?  ,3,Data Series,,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Wages   ,3,Data Series,,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Deposit Administration Policy Scheme   ,3,Data Series,,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Activity of this establishment/Institution/Organisation.   ,3,Data Series,,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Establishment/Institution/ Organisation formed.   ,3,Data Series,,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Legal Ownership of the establishment.  ,3,Data Series,,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Establishment/Institution/ Organisation employed.  ,3,Data Series,,,,,,Section 3:Basic information about the institution. ,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
Particulars ?  ,3,Data Series,,,,,,Section 1 : Staff Details.,,,None,2nd level admin area,,http://www.ubos.org/unda/index.php/catalog
PAY VISA/ MASTERCARD PRN ,3,Data Series,Broad Match,,,,,SECTION 2: PAYMENTS,,100,None,1st level admin area,,https://ura.go.ug/leftMenu.do 
BULK REGISTRATION ,3,Data Series,Narrow Match,,,,,SECTION 4: STAMP DUTY,,100,None,1st level admin area,,https://ura.go.ug/leftMenu.do 
PRINT INCOME TAX PAYMENT CERTIFICATE ,3,Data Series,Broad Match,,,,,SECTION 2: PAYMENTS,,100,None,1st level admin area,,https://ura.go.ug/leftMenu.do 
INDIVIDUAL REGISTRATION ,3,Data Series,Narrow Match,,,,,SECTION 1: REGISTER FOR TAXES,,100,None,1st level admin area,,https://ura.go.ug/leftMenu.do 
NON-INDIVIDUAL REGISTRATION ,3,Data Series,Narrow Match,,,,,SECTION 1: REGISTER FOR TAXES,,100,None,1st level admin area,,https://ura.go.ug/leftMenu.do 
PAYMENT REGISTRATION ,3,Data Series,Narrow Match,,,,,SECTION 2: PAYMENTS,,100,None,1st level admin area,,https://ura.go.ug/leftMenu.do 
PAYMENT RE-REGISTRATION ,3,Data Series,Narrow Match,,,,,SECTION 2: PAYMENTS,,100,None,1st level admin area,,https://ura.go.ug/leftMenu.do 
PRINT PAYMENT RECEIPT ,3,Data Series,Narrow Match,,,,,SECTION 2: PAYMENTS,,100,None,1st level admin area,,https://ura.go.ug/leftMenu.do 
BULK REGISTRATION ,3,Data Series,Broad Match,,,,,SECTION 4: STAMP DUTY,,100,None,1st level admin area,,https://ura.go.ug/leftMenu.do 
GROUP REGISTRATION ,3,Data Series,Narrow Match,,,,,SECTION 1: REGISTER FOR TAXES,,100,None,1st level admin area,,https://ura.go.ug/leftMenu.do 
DUPLICATE CERTIFICATE ISSUANCE ,3,Data Series,Broad Match,,,,,SECTION 4: STAMP DUTY,,100,None,1st level admin area,,https://ura.go.ug/leftMenu.do 
SEARCH AND CERTIFICATION ,3,Data Series,Broad Match,,,,,SECTION 3: MOTOR VEHICLE,,100,None,1st level admin area,,https://ura.go.ug/leftMenu.do 
STAMP CERTIFICATE ISSUANCE ,3,Data Series,Broad Match,,,,,SECTION 4: STAMP DUTY,,100,None,1st level admin area,,https://ura.go.ug/leftMenu.do 
STAMP CERTIFICATE ISSUANCE FOR BULK ASSESSMENT ,3,Data Series,Broad Match,,,,,SECTION 4: STAMP DUTY,,100,None,1st level admin area,,https://ura.go.ug/leftMenu.do 
MOTOR VEHICLE SEARCH DETAILS ,3,Data Series,Broad Match,,,,,SECTION 3: MOTOR VEHICLE,,100,None,1st level admin area,,https://ura.go.ug/leftMenu.do 
MOTOR VEHICLE SEARCH DETAILS ,3,Data Series,Narrow Match,,,,,SECTION 3: MOTOR VEHICLE,,100,None,1st level admin area,,https://ura.go.ug/leftMenu.do 
PAYMENT RE-GENERATION ,3,Data Series,Narrow Match,,,,,SECTION 2: PAYMENTS,,100,None,1st level admin area,,https://ura.go.ug/leftMenu.do 
INDIVIDUAL REGISTRATION ,3,Data Series,,,,,,SECTION 1: REGISTER FOR TAXES,,100,None,1st level admin area,,https://ura.go.ug/leftMenu.do 
NON-INDIVIDUAL REGISTRATION ,3,Data Series,,,,,,SECTION 1: REGISTER FOR TAXES,,100,None,1st level admin area,,https://ura.go.ug/leftMenu.do 
PAYMENT REGISTRATION ,3,Data Series,,,,,,SECTION 2: PAYMENTS,,100,None,1st level admin area,,https://ura.go.ug/leftMenu.do 
PAYMENT RE-REGISTRATION ,3,Data Series,,,,,,SECTION 2: PAYMENTS,,100,None,1st level admin area,,https://ura.go.ug/leftMenu.do 
DECLARATION OF INSTRUMENT ,3,Data Series,,,,,,SECTION 4: STAMP DUTY,,100,None,1st level admin area,,https://ura.go.ug/leftMenu.do 
BULK REGISTRATION ,3,Data Series,,,,,,SECTION 4: STAMP DUTY,,100,None,1st level admin area,,https://ura.go.ug/leftMenu.do 
GROUP REGISTRATION ,3,Data Series,,,,,,SECTION 1: REGISTER FOR TAXES,,100,None,1st level admin area,,https://ura.go.ug/leftMenu.do 
PRINT INCOME TAX PAYMENT CERTIFICATE ,3,Data Series,,,,,,SECTION 2: PAYMENTS,,100,None,1st level admin area,,https://ura.go.ug/leftMenu.do 
PAY VISA/ MASTERCARD PRN ,3,Data Series,,,,,,SECTION 2: PAYMENTS,,100,None,1st level admin area,,https://ura.go.ug/leftMenu.do 
Current Bank Statement  (Past 90 days) ,3,Data Series,Close Match,,,,,Section C - Identification Documents,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Name of Attatchment ,3,Data Series,,,,,,Section E - Attatchments,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Foreign Payments ,3,Data Series,Close Match,,,,,Schedule 3: Registration of PAYE and withouseholdolding tax,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Current Bank Statement  (Past 90 days) ,3,Data Series,Narrow Match,,,,,Section C - Identification Documents,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Registered company name ,3,Data Series,,,,,,Section B - Registering a Subsidiary,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Drivers Permit ,3,Data Series,Exact Match,,,,,Section C - Identification Documents,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Main Trading/ Business Name ,3,Data Series,,,,,,Section A - Contact Information About Legal Entity,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Contractor/ Sub-contractor ,3,Data Series,Close Match,,,,,Schedule 3: Registration of PAYE and withouseholdolding tax,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Division ,3,Data Series,Narrow Match,,,,,Section E - Sources of Income and Type of Business Activity,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Marital Status Of Applicant ,3,Data Series,,,,,,Section A - Name and Address,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Division ,3,Data Series,Close Match,,,,,Section E - Sources of Income and Type of Business Activity,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Entity's Legal Name ,3,Data Series,Exact Match,,,,,Section A - Contact Information About Legal Entity,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
"If you have an existing TIN Number, Enter TIN Number ",3,Data Series,,,,,,Schedule 1: Guardian of Minor,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Diplomatic Foreign Affairs ID ,3,Data Series,Narrow Match,,,,,Section C - Identification Documents,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Employees for salary and wages ,3,Data Series,Close Match,,,,,Schedule 3: Registration of PAYE and withouseholdolding tax,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Refugee ID ,3,Data Series,,,,,,Section C - Identification Documents,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Entity an NGO ,3,Data Series,Close Match,,,,,Schedule 1: Tax Exemptions,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Date Business Started ,3,Data Series,Narrow Match,,,,,Section E - Sources of Income and Type of Business Activity,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Title ,3,Data Series,,,,,,Section A - Name and Address,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Current Bank Statement  (Past 90 days) ,3,Data Series,Exact Match,,,,,Section C - Identification Documents,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Village Identity Card ,3,Data Series,,,,,,Section C - Identification Documents,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Business address same as home address? ,3,Data Series,Close Match,,,,,Section E - Sources of Income and Type of Business Activity,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Employer's TIN ,3,Data Series,Exact Match,,,,,Section E - Sources of Income and Type of Business Activity,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Diplomatic Foreign Affairs ID ,3,Data Series,Close Match,,,,,Section C - Identification Documents,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Employees for salary and wages ,3,Data Series,Narrow Match,,,,,Schedule 3: Registration of PAYE and withouseholdolding tax,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Gaming ,3,Data Series,Broad Match,,,,,Schedule 3: Registration of PAYE and withouseholdolding tax,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Have you previously applied for or been issued a TIN? ,3,Data Series,,,,,,Section A - Name and Address,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Postal address ,3,Data Series,,,,,,Section A - Name and Address,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Employment ,3,Data Series,Close Match,,,,,Section E - Sources of Income and Type of Business Activity,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Title  (Others Specify) ,3,Data Series,,,,,,Schedule 2: Other Names Used,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
"Business Name of Partnership, Corporation or Trust ",3,Data Series,Broad Match,,,,,"Section D - Partnership, Corporate and Trusts Information",,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Drivers Permit ,3,Data Series,Close Match,,,,,Section C - Identification Documents,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Business Income from a sole Proprietorship or Family Run Business ,3,Data Series,Narrow Match,,,,,Section E - Sources of Income and Type of Business Activity,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
"Business Name of Partnership, Corporation or Trust ",3,Data Series,Close Match,,,,,"Section D - Partnership, Corporate and Trusts Information",,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
"Has an existing TIN, Enter Number ",3,Data Series,Narrow Match,,,,,Section F - Alternate Contact,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Have a tax agent ,3,Data Series,Close Match,,,,,Section H - Tax Agent,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Why do you need a TIN; ,3,Data Series,,,,,,Section C - Type of Applicant and Tax Type,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Business address same as home address? ,3,Data Series,Broad Match,,,,,Section E - Sources of Income and Type of Business Activity,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Business Income from a sole Proprietorship or Family Run Business ,3,Data Series,Close Match,,,,,Section E - Sources of Income and Type of Business Activity,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Holding company TIN ,3,Data Series,,,,,,Section B - Registering a Subsidiary,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
NSSF Card ,3,Data Series,,,,,,Section C - Identification Documents,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Motor Vehicle Registration/ Transfer ,3,Data Series,,,,,,Section C - Type of Applicant and Tax Type,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Class ,3,Data Series,Close Match,,,,,Section E - Sources of Income and Type of Business Activity,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Referee's TIN ,3,Data Series,,,,,,Section G - Referee,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Financial Card ,3,Data Series,Close Match,,,,,Section C - Identification Documents,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Income Tax Exemption ,3,Data Series,,,,,,Schedule 1: Tax Exemptions,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Date withouseholdolding will commence ,3,Data Series,Close Match,,,,,Schedule 3: Registration of PAYE and withouseholdolding tax,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Sex ,3,Data Series,,,,,,Section B - Birth and Citizenship and Purpose of Registration,,100,Actual,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Gaming Tax Exemption ,3,Data Series,Narrow Match,,,,,Schedule 1: Tax Exemptions,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Have a tax agent ,3,Data Series,Narrow Match,,,,,Section H - Tax Agent,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Have a tax agent ,3,Data Series,,,,,,Section H - Tax Agent,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Suppliers ,3,Data Series,,,,,,Schedule 3: Registration of PAYE and withouseholdolding tax,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Tax Type ,3,Data Series,,,,,,Section H - Tax Agent,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
"Business Name of Partnership, Corporation or Trust ",3,Data Series,Exact Match,,,,,"Section D - Partnership, Corporate and Trusts Information",,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Registering a subsidiary ,3,Data Series,,,,,,Section B - Registering a Subsidiary,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Registration Number ,3,Data Series,,,,,,"Section D - Partnership, Corporate and Trusts Information",,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Rental Income ,3,Data Series,,,,,,Section E - Sources of Income and Type of Business Activity,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Date withouseholdolding will commence ,3,Data Series,Narrow Match,,,,,Schedule 3: Registration of PAYE and withouseholdolding tax,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Gaming ,3,Data Series,Narrow Match,,,,,Schedule 3: Registration of PAYE and withouseholdolding tax,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Business address same as home address? ,3,Data Series,Narrow Match,,,,,Section E - Sources of Income and Type of Business Activity,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Entity Type ,3,Data Series,Close Match,,,,,"Section D - Partnership, Corporate and Trusts Information",,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
NGO Expiry Date ,3,Data Series,,,,,,Section C - Type of Applicant and Tax Type,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
NGO Registration Certificate Number ,3,Data Series,,,,,,Section C - Type of Applicant and Tax Type,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Entity's Legal Name ,3,Data Series,Close Match,,,,,Section A - Contact Information About Legal Entity,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Position Held ,3,Data Series,,,,,,Serction F - Primary Authorised Contact Person for Entity,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Current Bank Statement  (Past 90 days) ,3,Data Series,Broad Match,,,,,Section C - Identification Documents,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Income Tax ,3,Data Series,,,,,,Section B - Birth and Citizenship and Purpose of Registration,,100,Actual,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
b) VAT ,3,Data Series,Close Match,,,,,Section B - Birth and Citizenship and Purpose of Registration,,100,Actual,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Bank Name ,3,Data Series,Close Match,,,,,Section I - Appllicant's Financial Institution,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Designation/ Relationship ,3,Data Series,Close Match,,,,,Section F - Alternate Contact,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
Gaming ,3,Data Series,Close Match,,,,,Schedule 3: Registration of PAYE and withouseholdolding tax,,100,None,Urban/Rural,,https://ura.go.ug/csvFile.do?dispatch=load
